Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2016,2016 Senior,Dental Visit - Seniors,South Dakota,27,65.4,-0.05,68.7,62.1
2016,2016 Senior,Dental Visit - Seniors,Tennessee,43,58.6,-1.13,61.4,55.7
2016,2016 Senior,Dental Visit - Seniors,Texas,38,61.2,-0.72,63.8,58.6
2016,2016 Senior,Dental Visit - Seniors,Utah,10,71,0.84,72.9,69.1
2016,2016 Senior,Dental Visit - Seniors,Virginia,13,70.5,0.76,72.7,68.3
2016,2016 Senior,Dental Visit - Seniors,Vermont,6,71.9,0.99,74.4,69.5
2016,2016 Senior,Dental Visit - Seniors,Washington,12,70.6,0.78,72.6,68.6
2016,2016 Senior,Dental Visit - Seniors,Wisconsin,8,71.6,0.94,74.2,69
2016,2016 Senior,Dental Visit - Seniors,West Virginia,50,48.6,-2,51.1,46.1
2016,2016 Senior,Dental Visit - Seniors,Wyoming,24,66.2,0.08,68.6,63.8
2016,2016 Senior,Depression - Seniors,Alabama,44,18,1.38,19.7,16.3
2016,2016 Senior,Depression - Seniors,Alaska,2,11.9,-1.52,14.4,9.4
2016,2016 Senior,Depression - Seniors,Arizona,22,14.9,-0.1,16.1,13.8
2016,2016 Senior,Depression - Seniors,Arkansas,32,16.5,0.67,18.6,14.5
2016,2016 Senior,Depression - Seniors,California,14,14.1,-0.48,16,12.2
2016,2016 Senior,Depression - Seniors,Colorado,14,14.1,-0.48,15.4,12.8
2016,2016 Senior,Depression - Seniors,Connecticut,13,14,-0.52,15.7,12.2
2016,2016 Senior,Depression - Seniors,Delaware,20,14.4,-0.33,16.8,12.1
2016,2016 Senior,Depression - Seniors,Florida,19,14.3,-0.38,15.7,12.9
2016,2016 Senior,Depression - Seniors,Georgia,29,15.9,0.38,17.9,14
2016,2016 Senior,Depression - Seniors,Hawaii,1,8.2,-2,9.7,6.6
2016,2016 Senior,Depression - Seniors,Idaho,40,17.2,1,19.6,14.9
2016,2016 Senior,Depression - Seniors,Illinois,10,13.8,-0.62,16,11.6
2016,2016 Senior,Depression - Seniors,Indiana,10,13.8,-0.62,15.1,12.5
2016,2016 Senior,Depression - Seniors,Iowa,8,13.7,-0.67,15.2,12.2
2016,2016 Senior,Depression - Seniors,Kansas,12,13.9,-0.57,15,12.7
2016,2016 Senior,Depression - Seniors,Kentucky,45,18.1,1.43,20.1,16.2
2016,2016 Senior,Depression - Seniors,Louisiana,35,16.6,0.71,18.6,14.7
2016,2016 Senior,Depression - Seniors,Maine,39,17.1,0.95,18.7,15.6
2016,2016 Senior,Depression - Seniors,Maryland,14,14.1,-0.48,15.6,12.6
2016,2016 Senior,Depression - Seniors,Massachusetts,31,16.3,0.57,17.8,14.8
2016,2016 Senior,Depression - Seniors,Michigan,24,15,-0.05,16.5,13.4
2016,2016 Senior,Depression - Seniors,Minnesota,6,13.4,-0.81,14.6,12.2
2016,2016 Senior,Depression - Seniors,Mississippi,40,17.2,1,19.7,14.6
2016,2016 Senior,Depression - Seniors,Missouri,38,16.8,0.81,18.7,14.8
2016,2016 Senior,Depression - Seniors,Montana,28,15.8,0.33,17.7,13.9
2016,2016 Senior,Depression - Seniors,Nebraska,7,13.6,-0.71,14.7,12.6
2016,2016 Senior,Depression - Seniors,Nevada,36,16.7,0.76,19.7,13.6
2016,2016 Senior,Depression - Seniors,New Hampshire,30,16.2,0.52,18.4,14.1
2016,2016 Senior,Depression - Seniors,New Jersey,5,12.7,-1.14,14.5,10.9
2016,2016 Senior,Depression - Seniors,New Mexico,46,18.3,1.52,20.5,16.2
2016,2016 Senior,Depression - Seniors,New York,21,14.8,-0.14,17,12.6
2016,2016 Senior,Depression - Seniors,North Carolina,48,18.4,1.57,20.2,16.5
2016,2016 Senior,Depression - Seniors,North Dakota,14,14.1,-0.48,15.9,12.2
2016,2016 Senior,Depression - Seniors,Ohio,26,15.4,0.14,17,13.7
2016,2016 Senior,Depression - Seniors,Oklahoma,46,18.3,1.52,19.9,16.6
2016,2016 Senior,Depression - Seniors,Oregon,49,18.6,1.67,20.6,16.5
2016,2016 Senior,Depression - Seniors,Pennsylvania,22,14.9,-0.1,16.3,13.4
2016,2016 Senior,Depression - Seniors,Rhode Island,42,17.3,1.05,19.4,15.2
2016,2016 Senior,Depression - Seniors,South Carolina,42,17.3,1.05,18.8,15.8
2016,2016 Senior,Depression - Seniors,South Dakota,2,11.9,-1.52,14.1,9.8
2016,2016 Senior,Depression - Seniors,Tennessee,36,16.7,0.76,18.9,14.6
2016,2016 Senior,Depression - Seniors,Texas,18,14.2,-0.43,15.9,12.4
2016,2016 Senior,Depression - Seniors,Utah,32,16.5,0.67,18,14.9
2016,2016 Senior,Depression - Seniors,Vermont,27,15.5,0.19,17.5,13.6
2016,2016 Senior,Depression - Seniors,Virginia,8,13.7,-0.67,15.3,12.2
2016,2016 Senior,Depression - Seniors,Washington,50,18.8,1.76,20.5,17.2
2016,2016 Senior,Depression - Seniors,West Virginia,32,16.5,0.67,18.4,14.7
2016,2016 Senior,Depression - Seniors,Wisconsin,4,12.5,-1.24,14.5,10.5
2016,2016 Senior,Depression - Seniors,Wyoming,25,15.2,0.05,17.1,13.3
2016,2016 Senior,Depression - Seniors,United States,,15.1,,15.5,14.7
2016,2016 Senior,Depression - Seniors,District of Columbia,,12.4,,14.5,10.2
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Alabama,,72.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Alaska,,59.7,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Arizona,,100.0,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Arkansas,,92.3,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,California,,47.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Colorado,,138.3,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Connecticut,,68.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Delaware,,17.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Florida,,36.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Georgia,,96.9,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Hawaii,,50.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Idaho,,42.9,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Illinois,,21.3,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Indiana,,79.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Iowa,,43.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Kansas,,111.1,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Kentucky,,68.3,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Louisiana,,54.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Maine,,55.7,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Maryland,,58.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Massachusetts,,75.0,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Michigan,,46.9,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Minnesota,,24.7,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Mississippi,,85.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Missouri,,69.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Montana,,6.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Nebraska,,146.6,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Nevada,,93.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,New Hampshire,,23.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,New Jersey,,44.0,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,New Mexico,,86.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,New York,,37.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,North Carolina,,55.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,North Dakota,,90.9,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Ohio,,83.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Oklahoma,,117.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Oregon,,23.9,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Pennsylvania,,55.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Rhode Island,,62.1,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,South Carolina,,54.2,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,South Dakota,,31.2,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Tennessee,,106.3,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Texas,,48.1,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Utah,,30.8,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Vermont,,52.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Virginia,,43.2,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Washington,,65.4,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,West Virginia,,48.1,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Wisconsin,,29.6,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,Wyoming,,26.7,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,United States,,54.5,,,
2016,2016 Senior,Diabetes - Relative Change from 1999 to 2014,District of Columbia,,52.8,,,
2016,2016 Senior,Diabetes Management,Alaska,49,65.1,-2,67.2,63.1
2016,2016 Senior,Diabetes Management,Alabama,20,81.8,0.2,82.5,81.2
2016,2016 Senior,Diabetes Management,United States,,81,,,
2016,2016 Senior,Diabetes Management,Arkansas,38,76.3,-0.9,77.1,75.5
2016,2016 Senior,Diabetes Management,Arizona,39,76,-0.9,76.7,75.2
2016,2016 Senior,Diabetes Management,California,30,79.3,-0.3,79.6,78.9
2016,2016 Senior,Diabetes Management,Colorado,43,74.9,-1.2,75.9,74
2016,2016 Senior,Diabetes Management,Connecticut,13,82.7,0.3,83.6,81.7
2016,2016 Senior,Diabetes Management,District of Columbia,,75.6,,77.8,73.3
2016,2016 Senior,Diabetes Management,Delaware,5,84.2,0.6,85.6,82.9
2016,2016 Senior,Diabetes Management,Florida,1,86.2,1,86.6,85.8
2016,2016 Senior,Diabetes Management,Georgia,23,81.5,0.1,82.1,81
2016,2016 Senior,Diabetes Management,Hawaii,4,84.3,0.6,86.1,82.5
2016,2016 Senior,Diabetes Management,Iowa,24,80.8,0,81.7,79.9
2016,2016 Senior,Diabetes Management,Idaho,45,73.1,-1.5,74.5,71.7
2016,2016 Senior,Diabetes Management,Illinois,20,81.8,0.2,82.2,81.4
2016,2016 Senior,Diabetes Management,Indiana,34,78.4,-0.5,79,77.8
2016,2016 Senior,Diabetes Management,Kansas,40,75.6,-1,76.5,74.7
2016,2016 Senior,Diabetes Management,Kentucky,19,81.9,0.2,82.6,81.2
2016,2016 Senior,Diabetes Management,Louisiana,31,79,-0.4,79.8,78.3
2016,2016 Senior,Diabetes Management,Massachusetts,1,86.2,1,86.8,85.5
2016,2016 Senior,Diabetes Management,Maryland,16,82.2,0.2,82.8,81.6
2016,2016 Senior,Diabetes Management,Maine,16,82.2,0.2,83.5,80.9
2016,2016 Senior,Diabetes Management,Michigan,27,79.9,-0.2,80.4,79.4
2016,2016 Senior,Diabetes Management,Minnesota,14,82.5,0.3,83.6,81.4
2016,2016 Senior,Diabetes Management,Missouri,26,80,-0.2,80.6,79.3
2016,2016 Senior,Diabetes Management,Mississippi,35,77.1,-0.7,77.8,76.3
2016,2016 Senior,Diabetes Management,Montana,47,70.8,-1.9,72.3,69.2
2016,2016 Senior,Diabetes Management,North Carolina,9,83.5,0.5,83.9,83
2016,2016 Senior,Diabetes Management,North Dakota,25,80.1,-0.2,82.1,78.1
2016,2016 Senior,Diabetes Management,Nebraska,41,75.1,-1.1,76.3,74
2016,2016 Senior,Diabetes Management,New Hampshire,8,83.6,0.5,84.9,82.2
2016,2016 Senior,Diabetes Management,New Jersey,3,84.7,0.7,85.3,84.2
2016,2016 Senior,Diabetes Management,New Mexico,48,68.3,-2,69.4,67.2
2016,2016 Senior,Diabetes Management,Nevada,36,76.6,-0.8,77.7,75.5
2016,2016 Senior,Diabetes Management,New York,7,83.9,0.5,84.3,83.4
2016,2016 Senior,Diabetes Management,Ohio,28,79.4,-0.3,79.9,78.9
2016,2016 Senior,Diabetes Management,Oklahoma,46,72.5,-1.6,73.2,71.7
2016,2016 Senior,Diabetes Management,Oregon,33,78.8,-0.4,79.7,77.8
2016,2016 Senior,Diabetes Management,Pennsylvania,12,82.8,0.3,83.3,82.3
2016,2016 Senior,Diabetes Management,Rhode Island,10,83,0.4,84.9,81.1
2016,2016 Senior,Diabetes Management,South Carolina,16,82.2,0.2,82.8,81.5
2016,2016 Senior,Diabetes Management,South Dakota,44,73.9,-1.3,75.5,72.2
2016,2016 Senior,Diabetes Management,Tennessee,10,83,0.4,83.7,82.4
2016,2016 Senior,Diabetes Management,Texas,22,81.7,0.1,82,81.3
2016,2016 Senior,Diabetes Management,Utah,42,75,-1.1,76.3,73.7
2016,2016 Senior,Diabetes Management,Virginia,15,82.3,0.2,82.8,81.7
2016,2016 Senior,Diabetes Management,Vermont,37,76.5,-0.9,78.4,74.6
2016,2016 Senior,Diabetes Management,Washington,32,78.9,-0.4,79.6,78.2
2016,2016 Senior,Diabetes Management,Wisconsin,5,84.2,0.6,85,83.4
2016,2016 Senior,Diabetes Management,West Virginia,28,79.4,-0.3,80.4,78.4
2016,2016 Senior,Diabetes Management,Wyoming,50,60.2,-2,62.1,58.3
2016,2016 Senior,Education - Seniors,Alabama,46,19,-1.27,20.2,17.8
2016,2016 Senior,Education - Seniors,Alaska,4,30.4,1.22,36.3,24.5
2016,2016 Senior,Education - Seniors,Arizona,16,27.3,0.55,28.3,26.3
2016,2016 Senior,Education - Seniors,Arkansas,48,17.7,-1.55,19.3,16.1
2016,2016 Senior,Education - Seniors,California,10,29.5,1.03,30.1,28.9
2016,2016 Senior,Education - Seniors,Colorado,1,34,2,35.4,32.6
2016,2016 Senior,Education - Seniors,Connecticut,4,30.4,1.22,32,28.8
2016,2016 Senior,Education - Seniors,Delaware,22,25.7,0.2,29,22.4
2016,2016 Senior,Education - Seniors,Florida,24,25.6,0.17,26.4,24.8
2016,2016 Senior,Education - Seniors,Georgia,30,23.2,-0.35,24.2,22.2
2016,2016 Senior,Education - Seniors,Hawaii,14,27.8,0.65,30.3,25.3
2016,2016 Senior,Education - Seniors,Idaho,32,23.1,-0.37,26,20.2
2016,2016 Senior,Education - Seniors,Illinois,27,24.2,-0.13,25.2,23.2
2016,2016 Senior,Education - Seniors,Indiana,47,18.9,-1.29,20.1,17.7
2016,2016 Senior,Education - Seniors,Iowa,42,20.1,-1.03,21.5,18.7
2016,2016 Senior,Education - Seniors,Kansas,20,26,0.26,27.8,24.2
2016,2016 Senior,Education - Seniors,Kentucky,49,17.1,-1.68,18.5,15.7
2016,2016 Senior,Education - Seniors,Louisiana,38,20.3,-0.98,21.7,18.9
2016,2016 Senior,Education - Seniors,Maine,17,26.4,0.35,28.6,24.2
2016,2016 Senior,Education - Seniors,Maryland,2,31.9,1.55,33.3,30.5
2016,2016 Senior,Education - Seniors,Massachusetts,9,30,1.13,31.2,28.8
2016,2016 Senior,Education - Seniors,Michigan,34,21.8,-0.65,22.6,21
2016,2016 Senior,Education - Seniors,Minnesota,18,26.2,0.31,27.2,25.2
2016,2016 Senior,Education - Seniors,Mississippi,45,19.1,-1.24,21.1,17.1
2016,2016 Senior,Education - Seniors,Missouri,38,20.3,-0.98,21.7,18.9
2016,2016 Senior,Education - Seniors,Montana,19,26.1,0.28,28.8,23.4
2016,2016 Senior,Education - Seniors,Nebraska,36,20.7,-0.89,22.9,18.5
2016,2016 Senior,Education - Seniors,Nevada,29,23.6,-0.26,25.6,21.6
2016,2016 Senior,Education - Seniors,New Hampshire,4,30.4,1.22,33.7,27.1
2016,2016 Senior,Education - Seniors,New Jersey,15,27.5,0.59,28.7,26.3
2016,2016 Senior,Education - Seniors,New Mexico,12,28.8,0.87,31,26.6
2016,2016 Senior,Education - Seniors,New York,22,25.7,0.2,26.3,25.1
2016,2016 Senior,Education - Seniors,North Carolina,30,23.2,-0.35,24,22.4
2016,2016 Senior,Education - Seniors,North Dakota,38,20.3,-0.98,23.2,17.4
2016,2016 Senior,Education - Seniors,Ohio,44,19.7,-1.11,20.5,18.9
2016,2016 Senior,Education - Seniors,Oklahoma,35,21.3,-0.76,22.9,19.7
2016,2016 Senior,Education - Seniors,Oregon,13,28.3,0.76,29.9,26.7
2016,2016 Senior,Education - Seniors,Pennsylvania,41,20.2,-1,21,19.4
2016,2016 Senior,Education - Seniors,Rhode Island,25,25.4,0.13,28.7,22.1
2016,2016 Senior,Education - Seniors,South Carolina,28,23.9,-0.2,25.3,22.5
2016,2016 Senior,Education - Seniors,South Dakota,37,20.5,-0.94,23.6,17.4
2016,2016 Senior,Education - Seniors,Tennessee,43,20,-1.05,21.2,18.8
2016,2016 Senior,Education - Seniors,Texas,26,24.3,-0.11,25.1,23.5
2016,2016 Senior,Education - Seniors,Utah,4,30.4,1.22,32.8,28
2016,2016 Senior,Education - Seniors,Vermont,3,31.8,1.53,34.9,28.7
2016,2016 Senior,Education - Seniors,Virginia,11,28.9,0.89,30.3,27.5
2016,2016 Senior,Education - Seniors,Washington,4,30.4,1.22,31.8,29
2016,2016 Senior,Education - Seniors,West Virginia,50,13.7,-2,15.3,12.1
2016,2016 Senior,Education - Seniors,Wisconsin,33,22,-0.61,23.2,20.8
2016,2016 Senior,Education - Seniors,Wyoming,20,26,0.26,30.3,21.7
2016,2016 Senior,Education - Seniors,United States,,24.8,,25,24.6
2016,2016 Senior,Education - Seniors,District of Columbia,,39.2,,44.3,34.1
2016,2016 Senior,Excessive Drinking - Seniors,Alabama,7,4.3,-1.26,5.3,3.3
2016,2016 Senior,Excessive Drinking - Seniors,Alaska,45,8.9,1.26,11.3,6.4
2016,2016 Senior,Excessive Drinking - Seniors,Arizona,35,7.2,0.33,8,6.3
2016,2016 Senior,Excessive Drinking - Seniors,Arkansas,15,5.4,-0.66,6.8,4.1
2016,2016 Senior,Excessive Drinking - Seniors,California,42,8.5,1.04,10,6.9
2016,2016 Senior,Excessive Drinking - Seniors,Colorado,17,5.7,-0.49,6.6,4.8
2016,2016 Senior,Excessive Drinking - Seniors,Connecticut,30,6.7,0.05,7.9,5.4
2016,2016 Senior,Excessive Drinking - Seniors,Delaware,25,6.4,-0.11,8,4.9
2016,2016 Senior,Excessive Drinking - Seniors,Florida,45,8.9,1.26,10.1,7.7
2016,2016 Senior,Excessive Drinking - Seniors,Georgia,9,4.9,-0.93,5.9,3.9
2016,2016 Senior,Excessive Drinking - Seniors,Hawaii,48,9.1,1.37,10.8,7.4
2016,2016 Senior,Excessive Drinking - Seniors,Idaho,13,5.1,-0.82,6.4,3.7
2016,2016 Senior,Excessive Drinking - Seniors,Illinois,27,6.5,-0.05,8.1,5
2016,2016 Senior,Excessive Drinking - Seniors,Indiana,9,4.9,-0.93,5.8,4
2016,2016 Senior,Excessive Drinking - Seniors,Iowa,28,6.6,0,7.7,5.4
2016,2016 Senior,Excessive Drinking - Seniors,Kansas,9,4.9,-0.93,5.6,4.1
2016,2016 Senior,Excessive Drinking - Seniors,Kentucky,6,4,-1.42,5,3
2016,2016 Senior,Excessive Drinking - Seniors,Louisiana,28,6.6,0,7.9,5.3
2016,2016 Senior,Excessive Drinking - Seniors,Maine,38,7.7,0.6,8.9,6.6
2016,2016 Senior,Excessive Drinking - Seniors,Maryland,25,6.4,-0.11,7.4,5.4
2016,2016 Senior,Excessive Drinking - Seniors,Massachusetts,39,7.9,0.71,9,6.8
2016,2016 Senior,Excessive Drinking - Seniors,Michigan,35,7.2,0.33,8.4,6.1
2016,2016 Senior,Excessive Drinking - Seniors,Minnesota,40,8.1,0.82,9.1,7.2
2016,2016 Senior,Excessive Drinking - Seniors,Mississippi,2,3.2,-1.86,4.4,2.1
2016,2016 Senior,Excessive Drinking - Seniors,Missouri,8,4.7,-1.04,5.9,3.6
2016,2016 Senior,Excessive Drinking - Seniors,Montana,41,8.3,0.93,9.7,6.9
2016,2016 Senior,Excessive Drinking - Seniors,Nebraska,21,5.9,-0.38,6.6,5.1
2016,2016 Senior,Excessive Drinking - Seniors,Nevada,49,9.2,1.42,11.9,6.5
2016,2016 Senior,Excessive Drinking - Seniors,New Hampshire,34,7.1,0.27,8.4,5.7
2016,2016 Senior,Excessive Drinking - Seniors,New Jersey,33,7,0.22,8.4,5.7
2016,2016 Senior,Excessive Drinking - Seniors,New Mexico,20,5.8,-0.44,7.1,4.6
2016,2016 Senior,Excessive Drinking - Seniors,New York,31,6.9,0.16,8.3,5.4
2016,2016 Senior,Excessive Drinking - Seniors,North Carolina,9,4.9,-0.93,5.9,3.9
2016,2016 Senior,Excessive Drinking - Seniors,North Dakota,31,6.9,0.16,8.4,5.4
2016,2016 Senior,Excessive Drinking - Seniors,Ohio,17,5.7,-0.49,6.9,4.5
2016,2016 Senior,Excessive Drinking - Seniors,Oklahoma,4,3.4,-1.75,4.1,2.6
2016,2016 Senior,Excessive Drinking - Seniors,Oregon,47,9,1.31,10.6,7.4
2016,2016 Senior,Excessive Drinking - Seniors,Pennsylvania,22,6,-0.33,7,5
2016,2016 Senior,Excessive Drinking - Seniors,Rhode Island,35,7.2,0.33,8.6,5.9
2016,2016 Senior,Excessive Drinking - Seniors,South Carolina,17,5.7,-0.49,6.5,4.8
2016,2016 Senior,Excessive Drinking - Seniors,South Dakota,13,5.1,-0.82,6.6,3.5
2016,2016 Senior,Excessive Drinking - Seniors,Tennessee,1,2.9,-2,3.9,1.9
2016,2016 Senior,Excessive Drinking - Seniors,Texas,22,6,-0.33,7.2,4.8
2016,2016 Senior,Excessive Drinking - Seniors,Utah,4,3.4,-1.75,4.2,2.6
2016,2016 Senior,Excessive Drinking - Seniors,Vermont,42,8.5,1.04,10.1,7
2016,2016 Senior,Excessive Drinking - Seniors,Virginia,15,5.4,-0.66,6.5,4.4
2016,2016 Senior,Excessive Drinking - Seniors,Washington,44,8.6,1.09,9.7,7.4
2016,2016 Senior,Excessive Drinking - Seniors,West Virginia,3,3.3,-1.8,4.2,2.5
2016,2016 Senior,Excessive Drinking - Seniors,Wisconsin,50,11.1,2,13,9.1
2016,2016 Senior,Excessive Drinking - Seniors,Wyoming,24,6.1,-0.27,7.3,4.9
2016,2016 Senior,Excessive Drinking - Seniors,United States,,6.6,,6.9,6.4
2016,2016 Senior,Excessive Drinking - Seniors,District of Columbia,,9.8,,11.9,7.8
2016,2016 Senior,Falls - Seniors,Alabama,29,29.4,0.26,31.6,27.3
2016,2016 Senior,Falls - Seniors,Alaska,49,32.9,1.56,36.8,28.9
2016,2016 Senior,Falls - Seniors,Arizona,15,27.5,-0.45,29,26
2016,2016 Senior,Falls - Seniors,Arkansas,50,34.3,2,37,31.5
2016,2016 Senior,Falls - Seniors,California,37,30.7,0.74,33.5,27.9
2016,2016 Senior,Falls - Seniors,Colorado,12,27.1,-0.59,28.8,25.4
2016,2016 Senior,Falls - Seniors,Connecticut,8,26.5,-0.82,28.9,24.2
2016,2016 Senior,Falls - Seniors,Delaware,19,28,-0.26,30.8,25.2
2016,2016 Senior,Falls - Seniors,Florida,4,25,-1.37,26.7,23.3
2016,2016 Senior,Falls - Seniors,Georgia,25,28.6,-0.04,31,26.1
2016,2016 Senior,Falls - Seniors,Hawaii,1,20.6,-2,23,18.2
2016,2016 Senior,Falls - Seniors,Idaho,31,29.9,0.45,32.7,27.1
2016,2016 Senior,Falls - Seniors,Illinois,14,27.4,-0.48,30.2,24.6
2016,2016 Senior,Falls - Seniors,Indiana,43,31.8,1.15,33.6,29.9
2016,2016 Senior,Falls - Seniors,Iowa,40,31.6,1.08,33.6,29.5
2016,2016 Senior,Falls - Seniors,Kansas,36,30.5,0.67,32,28.9
2016,2016 Senior,Falls - Seniors,Kentucky,44,32.1,1.26,34.5,29.6
2016,2016 Senior,Falls - Seniors,Louisiana,3,24.9,-1.41,27.1,22.6
2016,2016 Senior,Falls - Seniors,Maine,31,29.9,0.45,31.8,27.9
2016,2016 Senior,Falls - Seniors,Maryland,5,25.1,-1.34,27.1,23
2016,2016 Senior,Falls - Seniors,Massachusetts,25,28.6,-0.04,30.5,26.8
2016,2016 Senior,Falls - Seniors,Michigan,48,32.6,1.45,34.7,30.5
2016,2016 Senior,Falls - Seniors,Minnesota,7,26.1,-0.97,27.6,24.5
2016,2016 Senior,Falls - Seniors,Mississippi,19,28,-0.26,30.9,25.2
2016,2016 Senior,Falls - Seniors,Missouri,47,32.4,1.37,34.9,29.9
2016,2016 Senior,Falls - Seniors,Montana,46,32.2,1.3,34.6,29.7
2016,2016 Senior,Falls - Seniors,Nebraska,23,28.1,-0.22,29.6,26.7
2016,2016 Senior,Falls - Seniors,Nevada,11,26.9,-0.67,30.3,23.4
2016,2016 Senior,Falls - Seniors,New Hampshire,19,28,-0.26,30.5,25.4
2016,2016 Senior,Falls - Seniors,New Jersey,2,23.6,-1.89,25.6,21.6
2016,2016 Senior,Falls - Seniors,New Mexico,17,27.8,-0.33,30.1,25.5
2016,2016 Senior,Falls - Seniors,New York,16,27.7,-0.37,30.2,25.1
2016,2016 Senior,Falls - Seniors,North Carolina,19,28,-0.26,30.2,25.9
2016,2016 Senior,Falls - Seniors,North Dakota,13,27.2,-0.56,29.6,24.8
2016,2016 Senior,Falls - Seniors,Ohio,33,30.1,0.52,32.3,28
2016,2016 Senior,Falls - Seniors,Oklahoma,38,30.8,0.78,32.8,28.9
2016,2016 Senior,Falls - Seniors,Oregon,41,31.7,1.11,34.2,29.3
2016,2016 Senior,Falls - Seniors,Pennsylvania,25,28.6,-0.04,30.5,26.7
2016,2016 Senior,Falls - Seniors,Rhode Island,10,26.8,-0.71,29.2,24.4
2016,2016 Senior,Falls - Seniors,South Carolina,28,29.2,0.19,31,27.3
2016,2016 Senior,Falls - Seniors,South Dakota,24,28.5,-0.07,31.5,25.5
2016,2016 Senior,Falls - Seniors,Tennessee,33,30.1,0.52,32.8,27.4
2016,2016 Senior,Falls - Seniors,Texas,35,30.3,0.59,32.7,27.9
2016,2016 Senior,Falls - Seniors,Utah,30,29.6,0.33,31.5,27.7
2016,2016 Senior,Falls - Seniors,Vermont,41,31.7,1.11,34.3,29.2
2016,2016 Senior,Falls - Seniors,Virginia,6,25.6,-1.15,27.7,23.4
2016,2016 Senior,Falls - Seniors,Washington,39,31.2,0.93,33.2,29.3
2016,2016 Senior,Falls - Seniors,West Virginia,9,26.6,-0.78,28.8,24.4
2016,2016 Senior,Falls - Seniors,Wisconsin,17,27.8,-0.33,30.7,24.8
2016,2016 Senior,Falls - Seniors,Wyoming,44,32.1,1.26,34.5,29.6
2016,2016 Senior,Falls - Seniors,United States,,28.7,,29.1,28.2
2016,2016 Senior,Falls - Seniors,District of Columbia,,30.1,,33.3,26.8
2016,2016 Senior,Flu Vaccine - Seniors,Alabama,16,64.1,0.87,66.4,61.9
2016,2016 Senior,Flu Vaccine - Seniors,Alaska,50,51.6,-1.66,55.9,47.3
